iter	Passed	Remaining
434	1338	1738
435	1341	1735
436	1345	1732
437	1347	1728
438	1351	1727
439	1355	1724
440	1359	1723
441	1362	1720
442	1364	1716
443	1368	1713
444	1370	1709
445	1376	1709
446	1379	1706
447	1381	1701
448	1383	1697
449	1385	1692
450	1390	1692
451	1392	1688
452	1395	1685
453	1397	1680
454	1399	1676
455	1405	1676
456	1407	1672
457	1410	1668
458	1412	1664
459	1414	1659
460	1415	1655
461	1420	1654
462	1422	1649
463	1425	1646
464	1427	1642
465	1429	1638
466	1433	1636
467	1437	1634
468	1439	1629
469	1441	1625
470	1443	1621
471	1445	1617
472	1450	1616
473	1452	1612
474	1454	1607
475	1457	1604
476	1459	1600
477	1461	1595
478	1465	1593
479	1467	1589
480	1470	1586
481	1472	1582
482	1474	1578
483	1476	1573
484	1481	1573
485	1483	1569
486	1485	1564
487	1487	1560
488	1489	1556
489	1491	1552
490	1494	1549
491	1496	1545
492	1498	1541
493	1500	1537
494	1502	1533
495	1504	1528
496	1506	1524
497	1508	1520
498	1510	1516
499	1512	1512
500	1515	1509
501	1518	1506
502	1520	1502
503	1522	1498
504	1525	1495
505	1527	1491
506	1529	1487
507	1531	1482
508	1532	1478
509	1534	1474
510	1536	1470
511	1539	1467
512	1541	1463
513	1543	1459
514	1545	1455
515	1546	1450
516	1548	1446
517	1550	1442
518	1551	1438
519	1555	1435
520	1556	1431
521	1558	1427
522	1560	1422
523	1561	1418
524	1563	1414
525	1565	1410
526	1567	1407
527	1572	1405
528	1573	1401
529	1575	1397
530	1577	1393
531	1579	1389
532	1581	1385
533	1583	1381
534	1586	1379
535	1588	1375
536	1590	1371
537	1592	1367
538	1594	1363
539	1596	1359
540	1597	1355
541	1601	1353
542	1603	1349
543	1605	1345
544	1607	1342
545	1609	1338
546	1611	1334
547	1613	1330
548	1616	1327
549	1618	1323
550	1620	1320
551	1622	1316
552	1623	1312
553	1625	1308
554	1627	1304
555	1629	1301
556	1633	1299
557	1635	1295
558	1637	1291
559	1638	1287
560	1640	1283
561	1642	1280
562	1644	1276
563	1647	1273
564	1649	1269
565	1651	1266
566	1653	1262
567	1654	1258
568	1656	1254
569	1659	1251
570	1662	1248
571	1664	1245
572	1665	1241
573	1667	1237
574	1669	1234
575	1671	1230
576	1673	1226
577	1675	1223
578	1678	1220
579	1680	1216
580	1682	1213
581	1684	1209
582	1686	1205
583	1687	1202
584	1689	1198
585	1691	1195
586	1693	1191
587	1695	1188
588	1697	1184
589	1700	1181
590	1703	1178
591	1705	1175
592	1708	1172
593	1709	1168
594	1711	1165
595	1713	1161
596	1715	1157
597	1717	1154
598	1719	1150
599	1720	1147
600	1724	1144
601	1726	1141
602	1728	1137
603	1729	1134
604	1731	1130
605	1733	1127
606	1735	1123
607	1738	1120
608	1740	1117
609	1742	1113
610	1744	1110
611	1746	1106
612	1747	1103
613	1749	1100
614	1752	1097
615	1754	1094
616	1756	1090
617	1758	1087
618	1760	1083
619	1762	1080
620	1764	1076
621	1766	1073
622	1769	1070
623	1771	1067
624	1773	1063
625	1775	1060
626	1776	1057
627	1778	1053
628	1780	1050
629	1784	1048
630	1786	1044
631	1788	1041
632	1791	1038
633	1793	1035
634	1795	1032
635	1797	1028
636	1801	1026
637	1803	1023
638	1805	1020
639	1807	1016
640	1809	1013
641	1811	1010
642	1815	1007
643	1817	1004
644	1819	1001
645	1823	999
646	1825	996
647	1827	992
648	1831	990
649	1833	987
650	1835	984
651	1837	980
652	1839	977
653	1841	974
654	1843	971
655	1848	969
656	1850	965
657	1852	962
658	1854	959
659	1856	956
660	1858	953
661	1861	950
662	1863	947
663	1866	944
664	1868	941
665	1869	937
666	1871	934
667	1874	931
668	1877	929
669	1879	925
670	1881	922
671	1883	919
672	1885	916
673	1887	913
674	1889	909
675	1892	907
676	1894	903
677	1896	900
678	1898	897
679	1900	894
680	1902	891
681	1904	887
682	1907	885
683	1908	881
684	1911	878
685	1913	875
686	1915	872
687	1917	869
688	1920	866
689	1922	863
690	1925	861
691	1927	857
692	1929	854
693	1931	851
694	1933	848
695	1938	846
696	1940	843
697	1942	840
698	1945	837
699	1947	834
700	1948	831
701	1952	828
702	1954	825
703	1956	822
704	1958	819
705	1960	816
706	1961	813
707	1963	809
708	1968	808
709	1970	805
710	1972	801
711	1974	798
712	1977	795
713	1979	792
714	1982	790
715	1984	787
716	1986	784
717	1989	781
718	1991	778
719	1992	775
720	1994	771
721	1999	769
722	2001	766
723	2003	763
724	2005	760
725	2007	757
726	2009	754
727	2013	752
728	2015	749
729	2017	746
730	2019	743
731	2020	739
732	2022	736
733	2024	733
734	2027	731
735	2030	728
736	2032	725
737	2034	722
738	2036	719
739	2038	716
740	2039	713
741	2043	710
742	2044	707
743	2046	704
744	2048	701
745	2050	698
746	2053	695
747	2055	692
748	2059	690
749	2061	687
750	2063	684
751	2064	680
752	2066	677
753	2068	674
754	2070	672
755	2074	669
756	2076	666
757	2078	663
758	2081	660
759	2083	657
760	2085	654
761	2086	651
762	2090	649
763	2092	646
764	2094	643
765	2095	640
766	2097	637
767	2099	634
768	2101	631
769	2103	628
770	2105	625
771	2107	622
772	2109	619
773	2111	616
774	2113	613
775	2115	610
776	2117	607
777	2120	605
778	2122	602
779	2124	599
780	2125	596
781	2127	593
782	2129	590
783	2131	587
784	2133	584
785	2135	581
786	2137	578
787	2139	575
788	2141	572
789	2143	569
790	2145	566
791	2147	563
792	2150	561
793	2152	558
794	2154	555
795	2156	552
796	2158	549
797	2160	546
798	2162	543
799	2165	541
800	2167	538
801	2169	535
802	2171	532
803	2173	529
804	2175	527
805	2177	524
806	2181	521
807	2183	518
808	2184	515
809	2186	512
810	2188	510
811	2190	507
812	2192	504
813	2194	501
814	2197	498
815	2198	495
816	2200	492
817	2202	490
818	2204	487
819	2206	484
820	2208	481
821	2211	478
822	2213	475
823	2214	473
824	2216	470
825	2218	467
826	2220	464
827	2222	461
828	2224	458
829	2227	456
830	2229	453
831	2231	450
832	2233	447
833	2235	444
834	2237	442
835	2239	439
836	2242	436
837	2244	433
838	2246	431
839	2248	428
840	2250	425
841	2252	422
842	2254	419
843	2257	417
844	2259	414
845	2262	411
846	2263	408
847	2265	406
848	2267	403
849	2269	400
850	2273	397
851	2274	395
852	2276	392
853	2278	389
854	2280	386
855	2282	383
856	2284	381
857	2285	378
858	2289	375
859	2291	372
860	2293	370
861	2294	367
862	2296	364
863	2298	361
864	2300	359
865	2302	356
866	2304	353
867	2306	350
868	2308	348
869	2310	345
870	2312	342
871	2314	339
872	2316	336
873	2319	334
874	2320	331
875	2323	328
876	2325	326
877	2326	323
878	2328	320
879	2330	317
880	2334	315
881	2336	312
882	2337	309
883	2339	307
884	2341	304
885	2343	301
886	2345	298
887	2347	296
888	2349	293
889	2352	290
890	2353	287
891	2355	285
892	2358	282
893	2360	279
894	2361	277
895	2365	274
896	2367	271
897	2369	269
898	2371	266
899	2373	263
900	2375	261
901	2377	258
902	2381	255
903	2383	253
904	2387	250
905	2389	247
906	2391	245
907	2393	242
908	2397	239
909	2399	237
910	2401	234
911	2402	231
912	2405	229
913	2409	226
914	2412	224
915	2414	221
916	2416	218
917	2419	216
918	2420	213
919	2422	210
920	2424	207
921	2429	205
922	2431	202
923	2433	200
924	2435	197
925	2437	194
926	2440	192
927	2443	189
928	2445	186
929	2447	184
930	2449	181
931	2452	178
932	2453	176
933	2455	173
934	2459	170
935	2461	168
936	2464	165
937	2466	163
938	2468	160
939	2470	157
940	2473	155
941	2475	152
942	2477	149
943	2479	147
944	2481	144
945	2483	141
946	2485	139
947	2488	136
948	2491	133
949	2494	131
950	2496	128
951	2498	125
952	2499	123
953	2504	120
954	2506	118
955	2508	115
956	2510	112
957	2512	110
958	2515	107
959	2517	104
960	2521	102
961	2524	99
962	2526	97
963	2529	94
964	2531	91
965	2534	89
966	2538	86
967	2539	83
968	2541	81
969	2543	78
970	2546	76
971	2548	73
972	2551	70
973	2552	68
974	2555	65
975	2557	62
976	2559	60
977	2560	57
978	2562	54
979	2567	52
980	2569	49
981	2572	47
982	2573	44
983	2576	41
984	2578	39
985	2581	36
986	2583	34
987	2585	31
988	2587	28
989	2589	26
990	2591	23
991	2593	20
992	2598	18
993	2600	15
994	2602	13
995	2604	10
996	2606	7
997	2608	5
998	2612	2
999	2614	0
